codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQRMNOUPUHJLKTCDEHLEH00784581,2023,3,Noroeste,25,01/01/1900,38,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,200000,40,16,17,1250
TQRMNORSWHJOLOCDEHNHB00784751,2023,3,Cuyo,27,17/01/1973,50,asistio,"Secundaria
Completa",Privada,9302,Varon,Cuenta propia,unico,Sabe leer y escribir,20000,12,13,32,416.6666666666667
TQRMNORYTHKOKUCDEGOIH00789673,2023,3,Noroeste,18,01/03/1964,59,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,120000,68,10,44,441.1764705882353
TQRMNOPSUHMMLRCDEFJAH00808698,2023,3,Pampeana,3,20/09/1990,32,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,40,13,14,875
TQRMNOTQPHKNKNCDEIOAH00792696,2023,3,Pampeana,38,20/02/1981,42,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,16,21,1041.6666666666667
TQRMNOSQSHMMKOCDEIGED00811682,2023,3,Pampeana,30,24/11/2000,22,asistio,"Secundaria
Completa",Privada,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,56000,10,13,4,1400
TQRMNOSSWHJLKOCDEFNFF00782601,2023,3,Noreste,7,26/08/1989,33,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,48,19,9,989.5833333333334
TQRMNOQRXHLOKOCDEHMHF00811185,2023,3,Cuyo,26,14/05/1979,44,asistio,"Primaria
Completa",Estatal,8102,Varon,Obrero o empleado,unico,Sabe leer y escribir,54200,30,8,31,451.6666666666667
TQRMNOSUUHMOKSCDEOJAH00813457,2023,3,Patagonia,93,24/01/1989,34,asistio,"Secundaria
Completa",Privada,4808,Varon,Obrero o empleado,unico,Sabe leer y escribir,250000,48,13,16,1302.0833333333333
TQRMNORRVHKMMPCDEGJBF00788989,2023,3,Pampeana,13,27/08/1966,56,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,35,19,32,1785.7142857142858
TQRMNORXUHMNLMCDEGJBF00809935,2023,3,Pampeana,13,03/03/1999,24,asistio,"Secundaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,48000,24,13,6,500
TQRMNOTPPHKOKPCDEFKID00787734,2023,3,Pampeana,4,01/01/1900,48,asistio,"Primaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,80000,20,8,35,1000
TQRMNOPVPHKNKMCDEGJBF00789084,2023,3,Pampeana,13,31/08/2002,20,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,60000,40,12,3,375
TQRMNORRSHJOLQCDEGOIH00783954,2023,3,Noroeste,18,23/08/1977,46,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,90000,20,16,25,1125
TQRMNOSRRHKOLPCDEGPDJ00794166,2023,3,Noroeste,19,02/06/1977,46,asistio,"Superior
Universitaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,170000,30,15,26,1416.6666666666667
TQRMNOQVPHKOKOCDEGIBJ00788840,2023,3,Noreste,12,22/06/1960,63,asistio,"Primaria
Completa",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,90000,56,8,50,401.7857142857143
TQRMNOQWRHJLKOCDEFNFF00782654,2023,3,Noreste,7,13/04/1985,38,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,13,20,1041.6666666666667
TQRMNOPYUHJOKQCDEHNHB00790682,2023,3,Cuyo,27,16/02/1983,40,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,229000,13,16,19,4403.846153846154
TQRMNOSRYHMOLLCDEIMBF00813089,2023,3,Pampeana,36,07/10/2002,20,asistio,"Secundaria
Completa",Estatal,3800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,43000,20,13,2,537.5
TQRMNORXYHKOKOCDEGKDB00789156,2023,3,Pampeana,14,11/03/1997,26,asistio,"Secundaria
Completa",Privada,101,Varon,Obrero o empleado,unico,Sabe leer y escribir,30000,40,13,8,187.5
TQRMNORSRHLOKSCDEGOIH00805412,2023,3,Noroeste,18,29/06/1996,27,asistio,"Primaria
Completa",Privada,4504,Varon,Obrero o empleado,unico,Sabe leer y escribir,60000,48,8,14,312.5
TQRMNOQRXHJMKQCDEHMHF00784701,2023,3,Cuyo,26,04/01/1996,27,asistio,"Secundaria
Completa",Privada,103,Varon,Obrero o empleado,unico,Sabe leer y escribir,220000,54,13,9,1018.5185185185185
TQRMNOPVWHKKSUCDEIJAH00791864,2023,3,Gran Buenos Aires,33,12/07/1975,48,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,200000,58,14,29,862.0689655172414
TQRMNOPXXHMLLNCDEGPDJ00810639,2023,3,Noroeste,19,10/09/1979,44,asistio,"Secundaria
Completa",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,230000,48,13,26,1197.9166666666667
TQRMNOYTSHJOKRCDEGIBJ00783186,2023,3,Noreste,12,01/01/1900,54,asistio,"Primaria
Completa",Estatal,3800,Varon,Obrero o empleado,unico,Sabe leer y escribir,43000,30,8,41,358.3333333333333
TQRMNORQTHKMKNCDEIGED00794349,2023,3,Pampeana,30,22/10/1975,47,asistio,"Secundaria
Completa",Privada,5500,Mujer,Obrero o empleado,unico,Sabe leer y escribir,145000,44,13,29,823.8636363636364
TQRMNOPTVHJMLQCDEGNFJ00783808,2023,3,Patagonia,17,28/08/1981,42,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,430000,40,16,21,2687.5
TQRMNOPYYHMOLMCDEFLID00809042,2023,3,Pampeana,5,14/10/1961,61,asistio,"Secundaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,190000,24,13,43,1979.1666666666667
TQRMNOTQSHLNQSCDEIJAH00807429,2023,3,Gran Buenos Aires,33,04/01/1989,34,asistio,"Secundaria
Completa",Privada,3200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,180000,96,13,16,468.75
TQRMNORYXHJMLNCDEIOAH00786872,2023,3,Pampeana,38,04/07/1985,38,asistio,"Secundaria
Incompleta",Privada,3501,Varon,Obrero o empleado,unico,Sabe leer y escribir,170000,40,12,21,1062.5
TQRMNORXYHKOLLCDEHPJB00790810,2023,3,Noroeste,29,18/03/1956,67,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,110000,50,8,54,550
TQRMNOVUVHMOMMCDEIKAH00812871,2023,3,Pampeana,34,15/10/1977,45,asistio,"Secundaria
Incompleta",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,130000,32,9,31,1015.625
TQRMNOPWQHLNKUCDEHIBB00805784,2023,3,Noroeste,22,19/11/2003,19,asiste actualmente,"Secundaria
Incompleta",Estatal,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,40000,40,13,1,250
TQRMNOPPVHLMKNCDEOHCH00808321,2023,3,Patagonia,91,02/03/1980,43,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,30,13,25,1500
TQRMNOPWYHMOLSCDEFIAH00808617,2023,3,Pampeana,2,18/04/1997,26,asistio,"Secundaria
Incompleta",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,84,10,11,238.0952380952381
TQRMNOSYSHJNKOCDEHLEH00784582,2023,3,Noroeste,25,23/03/1994,29,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,48,13,11,416.6666666666667
TQRMNORRRHLNKRCDEIOAH00808181,2023,3,Pampeana,38,05/12/1976,46,asistio,"Secundaria
Incompleta",Estatal,5202,Varon,Obrero o empleado,unico,Sabe leer y escribir,700000,45,12,29,3888.8888888888887
TQSMNOPTQHJMKQCDEOHCH00792968,2023,3,Patagonia,91,09/06/1982,41,asistio,"Superior
Universitaria
Incompleta",Privada,9503,Mujer,Cuenta propia,unico,Sabe leer y escribir,50000,12,15,21,1041.6666666666667
TQRMNOSVXHJOMOCDEGJBF00783270,2023,3,Pampeana,13,24/02/1971,52,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,90000,25,11,36,900
TQRMNOPSWHLMKMCDEIJAH00807241,2023,3,Gran Buenos Aires,33,14/09/1998,25,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,600,Varon,Obrero o empleado,unico,Sabe leer y escribir,140000,16,14,6,2187.5
TQRMNOPPWHMMKQCDEHMHF00811295,2023,3,Cuyo,26,09/04/1996,27,asistio,"Secundaria
Completa",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,48,13,9,416.6666666666667
TQRMNOTTRHJOLLCDEGPDJ00784003,2023,3,Noroeste,19,16/01/1981,42,asistio,"Secundaria
Incompleta",Otra,9409,Mujer,Obrero o empleado,unico,Sabe leer y escribir,54000,20,8,29,675
TQRMNOSTWHKKKOCDEIOAH00813134,2023,3,Pampeana,38,26/07/1997,26,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,84000,25,16,5,840
TQRMNOQQYHJMKRCDEIOAH00786887,2023,3,Pampeana,38,25/04/1972,51,asistio,"Secundaria
Completa",Privada,3300,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,72,13,33,694.4444444444445
TQRMNORXQHJOLLCDEGIBJ00783222,2023,3,Noreste,12,26/06/1989,34,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,220000,30,19,10,1833.3333333333333
TQRMNOPTRHKMKPCDEIOAH00796443,2023,3,Pampeana,38,02/07/1966,57,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,300000,24,13,39,3125
TQRMNOQRYHMOMMCDEHJGH00810984,2023,3,Noroeste,23,22/01/1975,48,asistio,"Secundaria
Completa",Privada,2709,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,48,13,30,1041.6666666666667
TQRMNOPXXHMNLMCDEGNFJ00810460,2023,3,Patagonia,17,26/08/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,20,19,10,2500
TQRMNOQPTHLNRMCDEIJAH00812618,2023,3,Gran Buenos Aires,33,18/02/1954,69,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,60000,33,2,62,454.54545454545456
TQRMNORUPHLOLTCDEFKID00803794,2023,3,Pampeana,4,01/01/1900,25,asistio,"Primaria
Completa",Privada,4807,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,60,8,12,416.6666666666667
TQRMNOSUWHKNKMCDEIOAH00792723,2023,3,Pampeana,38,28/02/1968,54,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,70000,20,8,41,875
TQRMNOPVSHJMLOCDEHPJB00784949,2023,3,Noroeste,29,07/03/1979,44,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,480000,41,19,20,2926.829268292683
TQRMNPVWVHLOKUCDEGPDJ00805559,2023,3,Noroeste,19,02/07/1988,35,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,30,19,11,666.6666666666666
TQRMNOPTYHKOLMCDEGIBJ00788793,2023,3,Noreste,12,01/01/1900,43,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,36,13,25,1388.888888888889
TQRMNOPXYHKKKSCDEFJAH00808679,2023,3,Pampeana,3,08/05/1990,33,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,160000,23,16,12,1739.1304347826087
TQRMNOVPXHLOLOCDEGOIH00805418,2023,3,Noroeste,18,31/01/1981,42,asistio,"Secundaria
Incompleta",Estatal,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10000,9,10,27,277.77777777777777
TQRMNOQWUHLMLNCDEGPDJ00805545,2023,3,Noroeste,19,25/07/1978,44,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,65000,30,13,26,541.6666666666666
TQRMNORVQHMOLPCDEGNFJ00810465,2023,3,Patagonia,17,16/07/1973,50,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,220000,40,13,32,1375
TQRMNOPXRHLLLLCDEHMHF00811235,2023,3,Cuyo,26,04/01/1964,59,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,500000,40,16,38,3125
TQRMNOSQYHMNKMCDEFKID00808835,2023,3,Pampeana,4,01/01/1900,21,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,44,13,3,454.54545454545456
TQRMNOQYVHLMKRCDEIJAH00807237,2023,3,Gran Buenos Aires,33,01/01/1900,40,asistio,"Secundaria
Incompleta",Otra,1001,Mujer,Obrero o empleado,unico,Sabe leer y escribir,100000,40,10,25,625
TQRMNORUSHLKLUCDEIJAH00807277,2023,3,Gran Buenos Aires,33,19/12/2000,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,7301,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,179991,60,15,2,749.9625
TQRMNOPPUHMOKOCDEHIBB00810811,2023,3,Noroeste,22,21/06/2004,19,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,120000,15,14,0,2000
TQRMNOQTSHMOKMCDEFMDB00809261,2023,3,Pampeana,6,07/11/1986,36,asistio,"Secundaria
Incompleta",Privada,6500,Varon,Obrero o empleado,multiples,Sabe leer y escribir,760000,70,10,21,2714.285714285714
TQRMNOPYQHLOKUCDEFOCD00804271,2023,3,Noreste,8,29/07/1987,36,asistio,"Secundaria
Completa",Privada,4504,Varon,Cuenta propia,unico,Sabe leer y escribir,40000,48,13,18,208.33333333333334
TQRMNOSXPHKOKMCDEGOIH00789652,2023,3,Noroeste,18,25/02/1994,29,asistio,"Secundaria
Incompleta",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,75000,56,12,12,334.82142857142856
TQRMNOPTWHKOKQCDEIMBF00792631,2023,3,Pampeana,36,29/08/1989,34,asistio,"Secundaria
Incompleta",Privada,1400,Mujer,Cuenta propia,unico,Sabe leer y escribir,35000,9,12,17,972.2222222222222
TQRMNOQWYHMMKOCDEFLID00809098,2023,3,Pampeana,5,01/11/1955,67,asistio,"Superior
Universitaria
Completa",Privada,8509,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,210000,26,16,46,2019.2307692307693
TQRMNORWRHMKPUCDEIJAH00812762,2023,3,Gran Buenos Aires,33,01/01/1985,38,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,520000,40,14,19,3250
TQRMNOQQXHKOLPCDEFPCH00788466,2023,3,Patagonia,9,21/08/1960,63,asistio,"Primaria
Incompleta",Privada,4905,Varon,Obrero o empleado,unico,Sabe leer y escribir,325000,40,3,55,2031.25
TQRMNORXWHMOKNCDEHMHF00811247,2023,3,Cuyo,26,26/01/1981,42,asistio,"Primaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,90000,84,8,29,267.85714285714283
TQRMNOSXXHMMLOCDEFNFF00809389,2023,3,Noreste,7,22/11/1971,51,asistio,"Superior
Universitaria
Incompleta",Privada,9200,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,30,15,31,666.6666666666666
TQRMNOPUYHJMKPCDEFPCH00782851,2023,3,Patagonia,9,07/10/1959,63,asistio,"Superior
Universitaria
Incompleta",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,180000,30,15,43,1500
TQRMNOUQQHJNKUCDEIIAD00806911,2023,3,Gran Buenos Aires,32,04/10/1980,43,asistio,"Superior
Universitaria
Completa",Privada,6800,Mujer,Cuenta propia,unico,Sabe leer y escribir,350000,40,16,22,2187.5
TQRMNORYVHKNLTCDEFKID00787668,2023,3,Pampeana,4,01/01/1900,47,asistio,"Primaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,120000,42,8,34,714.2857142857143
TQRMNOUTYHJMLMCDEIOAH00786934,2023,3,Pampeana,38,12/01/1990,33,asistio,"Superior
Universitaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,30,15,13,1500
TQRMNOSUSHJOKPCDEIHJF00806801,2023,3,Patagonia,31,03/03/1968,55,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,1300000,35,19,31,9285.714285714286
TQRMNOQTSHJNLTCDEFKID00803754,2023,3,Pampeana,4,01/01/1900,31,asistio,"Secundaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,160000,30,13,13,1333.3333333333333
TQRMNOQPYHJOKQCDEGOIH00783892,2023,3,Noroeste,18,04/05/1969,54,asistio,"Primaria
Completa",Estatal,7200,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,40,8,41,1250
TQRMNOSXUHMLMMCDEGGFB00809703,2023,3,Cuyo,10,21/06/1959,64,asistio,"Secundaria
Completa",Privada,4805,Varon,Patron,unico,Sabe leer y escribir,350000,48,13,46,1822.9166666666667
TQRMNOQXYHKNKNCDEGGFB00788526,2023,3,Cuyo,10,28/11/1979,43,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,120000,40,13,25,750
TQRMNOQQYHJMKUCDEGLDF00810290,2023,3,Noreste,15,05/04/1959,64,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,25,16,43,1800
TQRMNOXUWHLOKQCDEGNFJ00805331,2023,3,Patagonia,17,01/01/1900,18,asistio,"Secundaria
Completa",Privada,9609,Varon,Cuenta propia,unico,Sabe leer y escribir,80000,60,13,0,333.3333333333333
TQRMNOUSYHMMLNCDEOHCH00813345,2023,3,Patagonia,91,27/08/1975,48,asistio,"Primaria
Incompleta",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,8,6,37,2500
TQRMNORWUHJLKTCDEHLEH00806071,2023,3,Noroeste,25,01/01/1900,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,60000,12,13,3,1250
TQRMNOPVUHJOKUCDEIOAH00786897,2023,3,Pampeana,38,31/12/1989,33,asistio,"Secundaria
Incompleta",Otra,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,70000,20,9,19,875
TQRMNOQXUHKOOPCDEIIAD00791384,2023,3,Gran Buenos Aires,32,31/08/1984,38,asistio,"Secundaria
Completa",Privada,4804,Varon,Obrero o empleado,multiples,Sabe leer y escribir,365000,32,13,20,2851.5625
TQRMNOTWYHJOKQCDEFKID00787602,2023,3,Pampeana,4,17/03/1960,63,asistio,"Primaria
Completa",Privada,5202,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,48,8,50,1562.5
TQRMNOWPPHJOLOCDEIIAD00791266,2023,3,Gran Buenos Aires,32,13/05/1981,42,asistio,"Superior
Universitaria
Incompleta",Privada,5800,Varon,Obrero o empleado,unico,Sabe leer y escribir,405000,20,16,21,5062.5
TQRMNORRTHLMLUCDEFIAH00803396,2023,3,Pampeana,2,11/05/1984,39,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,188000,90,18,16,522.2222222222222
TQRMNOSVWHJMLMCDEFOCD00804336,2023,3,Noreste,8,02/10/1966,57,asistio,"Secundaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,20,13,39,2375
TQRMNOTTUHMLLQCDEGOIH00810540,2023,3,Noroeste,18,22/06/1996,27,asistio,"Secundaria
Completa",Privada,5601,Mujer,Cuenta propia,unico,Sabe leer y escribir,100000,30,13,9,833.3333333333334
TQRMNORSUHKLLNCDEIGED00791051,2023,3,Pampeana,30,07/02/1981,42,asistio,"Primaria
Completa",Privada,4502,Varon,Cuenta propia,multiples,Sabe leer y escribir,230000,40,8,29,1437.5
TQRMNOTUPHMNKOCDEIKAH00812874,2023,3,Pampeana,34,31/07/1986,37,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,75000,64,10,22,292.96875
TQRMNOQTQHKMLNCDEFNFF00788091,2023,3,Noreste,7,15/03/1974,49,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,650000,60,16,28,2708.3333333333335
TQRMNORWTHKLLLCDEGJBF00789076,2023,3,Pampeana,13,16/01/2001,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8509,Varon,Cuenta propia,unico,Sabe leer y escribir,18000,3,16,1,1500
TQRMNOQYSHLOKUCDEGNFJ00805346,2023,3,Patagonia,17,30/07/1983,40,asistio,"Secundaria
Incompleta",Estatal,9302,Mujer,Obrero o empleado,unico,Sabe leer y escribir,200000,35,11,24,1428.5714285714287
TQRMNOSQSHMMLOCDEIIAD00812135,2023,3,Gran Buenos Aires,32,17/12/1958,64,asistio,"Secundaria
Completa",Privada,1800,Varon,Obrero o empleado,unico,Sabe leer y escribir,150000,66,13,46,568.1818181818181
TQRMNOPYUHLMKUCDEHNHB00806376,2023,3,Cuyo,27,18/09/1963,59,asistio,"Primaria
Incompleta",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,4,5,49,6250
TQRMNORWPHKMLQCDEHLEH00790364,2023,3,Noroeste,25,01/01/1900,42,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,145000,30,9,28,1208.3333333333333
TQRMNOPSYHMOKPCDEGOIH00810574,2023,3,Noroeste,18,25/12/1956,66,asistio,"Primaria
Incompleta",Privada,4803,Varon,Patron,unico,Sabe leer y escribir,60000,28,1,60,535.7142857142857
TQRMNOPSSHLOKUCDEHMHF00806236,2023,3,Cuyo,26,07/10/1997,25,asistio,"Superior
Universitaria
Incompleta",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,230000,54,16,4,1064.8148148148148
TQRMNOPPRHKNKOCDEFMDB00787896,2023,3,Pampeana,6,24/06/1985,38,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,140000,40,13,20,875
TQRMNOTPTHLOLRCDEFIAH00803291,2023,3,Pampeana,2,02/06/1999,24,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,90000,60,8,11,375
TQRMNORYXHMOKMCDEHLEH00811130,2023,3,Noroeste,25,17/08/2006,17,asiste actualmente,"Secundaria
Incompleta",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,25000,15,11,1,416.6666666666667
TQRMNORTQHKOLPCDEHIBB00790075,2023,3,Noroeste,22,15/08/1980,43,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,124000,20,16,22,1550
TQRMNORPUHLMKQCDEFPCH00804498,2023,3,Patagonia,9,07/09/1975,47,asistio,"Primaria
Completa",Privada,4810,Varon,Cuenta propia,unico,Sabe leer y escribir,60000,40,8,34,375
TQRMNORPPHKOKNCDEFMDB00809278,2023,3,Pampeana,6,09/11/1977,45,asistio,"Secundaria
Incompleta",Estatal,8509,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,85000,30,10,30,708.3333333333334
TQRMNORWWHMOLOCDEFOCD00809422,2023,3,Noreste,8,29/09/2004,19,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,30000,36,9,5,208.33333333333334
TQRMNOQWVHLMLNCDEGPDJ00805595,2023,3,Noroeste,19,23/02/1999,24,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9999,Mujer,Obrero o empleado,unico,Sabe leer y escribir,30000,30,15,4,250
TQRMNORPVHJMLQCDEHJGH00784460,2023,3,Noroeste,23,21/10/1997,25,asistio,"Secundaria
Completa",Privada,4810,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,92000,36,13,7,638.8888888888889
TQRMNORVXHJKMSCDEIIAD00785676,2023,3,Gran Buenos Aires,32,13/12/1983,39,asistio,"Secundaria
Incompleta",Privada,9609,Mujer,Cuenta propia,unico,Sabe leer y escribir,100000,50,12,22,500
TQRMNOQSWHJNLPCDEIGED00785072,2023,3,Pampeana,30,29/01/1977,46,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,110000,55,13,28,500
TQRMNORXTHLOKQCDEGKDB00805098,2023,3,Pampeana,14,16/06/1975,48,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,240000,40,16,27,1500
TQRMNOPQYHLMLLCDEGJBF00804851,2023,3,Pampeana,13,04/10/1983,39,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,138800,48,8,26,722.9166666666666
TQRMNOPTVHLMKUCDEIHJF00806747,2023,3,Patagonia,31,14/12/1982,40,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,260000,35,13,22,1857.142857142857
TQRMNOSXYHMNKNCDEIHJF00811844,2023,3,Patagonia,31,21/05/1996,27,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,320000,30,19,3,2666.6666666666665
TQRMNOQSXHJMKSCDEHMHF00811218,2023,3,Cuyo,26,19/09/1960,63,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,300000,50,19,39,1500
TQRMNORTQHJLLTCDEHPJB00785062,2023,3,Noroeste,29,15/03/2001,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,110000,56,14,3,491.07142857142856
TQRMNOQVRHKKKTCDEHIBB00794512,2023,3,Noroeste,22,11/04/1978,45,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,30,13,27,1500
TQRMNOTQVHJLLLCDEIOAH00786989,2023,3,Pampeana,38,01/01/1900,47,asistio,"Secundaria
Completa",Privada,4904,Mujer,Obrero o empleado,unico,Sabe leer y escribir,250000,72,13,29,868.0555555555555
