codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,salario,horas_trabajadas,educacion,experiencia_potencial,salario_horario
TQRMNOUWSHJLLNCDEIKAH00812891,2023,3,Pampeana,34,26/11/1958,64,asistio,"Superior
Universitaria
Completa",Privada,6800,Varon,Obrero o empleado,unico,Sabe leer y escribir,95000,48,16,43,494.7916666666667
TQRMNOQWTHLOKQCDEGJBF00804837,2023,3,Pampeana,13,03/09/1987,36,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,100000,48,9,22,520.8333333333334
TQRMNOPUXHLKKQCDEIIAD00812039,2023,3,Gran Buenos Aires,32,02/04/1975,48,asistio,"Superior
Universitaria
Incompleta",Privada,6200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,500000,45,15,28,2777.777777777778
TQRMNOPVRHLOLSCDEIKAH00807955,2023,3,Pampeana,34,22/11/1980,42,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,400000,40,23,14,2500
TQRMNOQXTHKOOPCDEIIAD00791359,2023,3,Gran Buenos Aires,32,22/09/1996,26,asistio,"Superior
Universitaria
Completa",Privada,2100,Varon,Obrero o empleado,unico,Sabe leer y escribir,200000,45,23,0,1111.111111111111
TQRMNOSUUHMMLOCDEOHCH00813276,2023,3,Patagonia,91,24/06/1996,27,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,700000,30,19,3,5833.333333333333
TQRMNOPRYHJOLPCDEFPCH00782841,2023,3,Patagonia,9,02/06/1988,35,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Cuenta propia,multiples,Sabe leer y escribir,150000,43,15,15,872.0930232558139
TQRMNOQXWHKNLQCDEFNFF00788176,2023,3,Noreste,7,22/07/2002,20,asistio,"Secundaria
Incompleta",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,43900,20,10,5,548.75
TQSMNOQVXHKMLOCDEHPJB00811627,2023,3,Noroeste,29,16/07/1992,31,asistio,"Primaria
Completa",Privada,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,36000,12,8,18,750
TQRMNOQPXHKNOQCDEIIAD00791512,2023,3,Gran Buenos Aires,32,24/07/1965,58,asistio,"Superior
Universitaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,300000,30,23,30,2500
TQRMNOPXVHJMKRCDEFOCD00782741,2023,3,Noreste,8,20/09/1979,43,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,45000,12,8,30,937.5
TQRMNOPQSHLOQUCDEIJAH00807168,2023,3,Gran Buenos Aires,33,23/03/1985,38,asistio,"Secundaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,130000,40,13,20,812.5
TQRMNOQURHMNKPCDEFMDB00809238,2023,3,Pampeana,6,01/09/1998,24,asistio,"Secundaria
Incompleta",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,80000,56,13,6,357.14285714285717
TQRMNORPTHMMKTCDEFOCD00809476,2023,3,Noreste,8,14/09/1975,48,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,300000,30,19,24,2500
TQRMNOUSXHMMLNCDEOHCH00813348,2023,3,Patagonia,91,08/07/1969,54,asistio,"Superior
Universitaria
Incompleta",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,80000,20,17,32,1000
TQRMNOPTSHKLKTCDEGPDJ00789786,2023,3,Noroeste,19,20/12/1993,29,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,195000,40,16,8,1218.75
TQRMNORQUHLNMLCDEGGFB00804553,2023,3,Cuyo,10,01/01/1900,44,asistio,"Primaria
Completa",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,70000,20,8,31,875
TQRMNOPVTHLLQLCDEIJAH00807365,2023,3,Gran Buenos Aires,33,21/02/1973,50,asistio,"Superior
Universitaria
Completa",Privada,7000,Varon,Cuenta propia,unico,Sabe leer y escribir,110000,35,16,29,785.7142857142857
TQRMNOPXTHLMLNCDEGNFJ00805240,2023,3,Patagonia,17,01/01/1900,34,asistio,"Superior
Universitaria
Completa",Privada,600,Varon,Cuenta propia,unico,Sabe leer y escribir,285000,59,19,10,1207.6271186440679
TQRMNOPRPHJMKPCDEGJBF00783399,2023,3,Pampeana,13,13/07/1994,29,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,315000,48,16,8,1640.625
TQRMNORVXHMMLUCDEHJGH00810929,2023,3,Noroeste,23,24/10/1962,60,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,280000,30,16,39,2333.3333333333335
TQRMNORPXHKOLQCDEHPJB00790926,2023,3,Noroeste,29,15/01/1993,30,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,139000,49,9,16,709.1836734693877
TQRMNOSTUHMMKTCDEIHJF00811824,2023,3,Patagonia,31,20/03/1993,30,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,60000,25,13,12,600
TQRMNOQRXHMOKQCDEGKDB00810130,2023,3,Pampeana,14,05/10/1976,46,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,32000,14,13,28,571.4285714285714
TQRMNORURHJMLLCDEHJGH00784373,2023,3,Noroeste,23,21/01/1974,49,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,190000,50,14,30,950
TQRMNOQYVHJNLTCDEIKAH00792554,2023,3,Pampeana,34,12/06/1984,39,asistio,"Superior
Universitaria
Completa",Privada,1600,Varon,Cuenta propia,unico,Sabe leer y escribir,200000,44,16,18,1136.3636363636363
TQRMNOQSUHLMLLCDEGOIH00805443,2023,3,Noroeste,18,12/11/1988,34,asistio,"Secundaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,90000,68,13,16,330.88235294117646
TQRMNORTPHJLKUCDEOJAH00787178,2023,3,Patagonia,93,25/10/1987,35,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,175000,25,19,11,1750
TQRMNORSYHMOLTCDEGGFB00809773,2023,3,Cuyo,10,16/03/1985,38,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,100000,60,11,22,416.6666666666667
TQRMNORPVHLMLLCDEHLEH00806052,2023,3,Noroeste,25,01/01/1900,29,asistio,"Primaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,50000,20,8,16,625
TQRMNOSTVHJMKRCDEGJBF00783294,2023,3,Pampeana,13,30/11/1992,30,asistio,"Secundaria
Completa",Privada,1009,Varon,Cuenta propia,unico,Sabe leer y escribir,100000,36,13,12,694.4444444444445
TQRMNOPWSHLMKQCDEIOAH00808255,2023,3,Pampeana,38,01/01/1900,57,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,100000,30,13,39,833.3333333333334
TQRMNORWXHKOKPCDEHNHB00790757,2023,3,Cuyo,27,27/10/1981,41,asistio,"Secundaria
Incompleta",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,180000,44,10,26,1022.7272727272727
TQRMNOPSPHLMKNCDEIHJF00806784,2023,3,Patagonia,31,09/09/1963,59,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,210000,30,13,41,1750
